rank,app_id,title
1,com.supercandy.resetworld,"여고생과 리셋중! - 로그라이크 x 방치형 RPG"
2,com.TeamSparta.BunkerDefenseMVP,"벙커 디펜스: 빠른 무한 물량 막기"
3,com.nns.genesis,"창세기전 키우기: 100일 기념 파티"
4,com.mobirix.ldwm,"수박 만들기 2048"
5,com.superpixel.undyinghero,"불사용사 키우기 : 방치형 RPG"
6,com.noriworks.gm,"고스톱M : 데이터 필요없는 맞고 게임"
7,com.bandainamcoent.dgup_ww,"디지몬 UP"
8,com.mocacorp.tile,"타일 킹 - 트리플 매치"
9,com.blackdust.redblue,"냥찍 히어로즈 : 방치형 RPG"
10,com.mergegames.gossipharbor,"가십하버: 합성 & 스토리 게임"
11,pics.karaage.damekoico,"나쁜 사랑 - 다크한 남친 컬렉션"
12,com.ecffri.arrows,"애로우즈 – 퍼즐 이스케이프 (Arrows)"
13,com.oakever.meowdoku,"Meowdoku: 두뇌 퍼즐 게임"
14,com.mocacorp.sudoku,"스도쿠"
15,com.flow.cannonball,"Smash Fest!"
16,com.highbrow.games.dvo,"드래곤빌리지3"
17,com.nianticlabs.pokemongo,"Pokémon GO"
18,com.grandgames.magicsort,"매직 정렬!  (Magic Sort !)"
19,com.block.juggle,"블록 블라스트 (Block Blast)"
20,com.roblox.client,"로블록스 (Roblox)"
21,jp.co.ponos.battlecatskr,"냥코 대전쟁"
22,jp.pokemon.pokemonchampions,"Pokémon Champions"
23,com.noriworks.kg,"국민 고스톱"
24,com.puzzlegames.puzzlebrickslegend,"컬러블록: 콤보 블라스트(Color Block)"
25,com.nexon.fmk,"FC 모바일"
26,beats.color.sing.star.rush,"피아노타일9: 리듬게임 음악·노래·음악·케이팝"
27,com.run.tower.defense,"킹샷:Kingshot"
28,com.haegin.kbo,"2026 프로야구GO!"
29,com.warrior.screw.gp,"나사 풀기 대작전"
30,com.vitastudio.mahjong,"비타 마작(Vita Mahjong)"
31,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
32,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
33,com.dreamwalker.kr.gp,"꿈의 여행자: 별빛 여정"
34,jp.co.goodroid.hyper.busflow,"Bus Traffic Fever!"
35,com.oakever.arrows,"Amaze GO! - 화살표 퍼즐"
36,com.fatmerge.global,"테이스티 트레블: 합성 게임"
37,color.number.paint.pixle.art.sort.jigsaw,"Jewel Coloring"
38,com.phs.global,"라스트 어사일럼: 페스트"
39,com.hollywood.merge,"할리우드 머지"
40,com.ekkorr.ef2,"오늘도 환생 2 : 방치형 디펜스 RPG"
41,com.soccer.score.star,"사커 슈퍼스타 (Soccer Superstar)"
42,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
43,com.king.candycrushsaga,"캔디크러쉬사가 (Candy Crush Saga)"
44,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
45,com.supercell.brawlstars,"브롤스타즈"
46,com.kayac.slow_mo_strike,"Slow Mo Strike: Knives in Time"
47,supa.game.mala,"마라마스터 : 인형계, 포토카드 포장, 마라탕 먹방"
48,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
49,com.end9games.aow37ggl,"이것이 삼국지다-1,500뽑기 증정"
50,net.gameduo.gv,"캣 히어로 : 방치형 RPG"
51,com.nexon.ma,"메이플 키우기"
52,com.wood.block.sudoku.puzzle.bm,"Block Crush: 블록블라스트 퍼즐게임"
53,com.cyphergames.royalsmash,"Royal Smash! : Physics Puzzle"
54,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
55,com.gof.global,"WOS: 화이트아웃 서바이벌"
56,com.basakansoft.jobmaker,"취준생 키우기 : 취업 시뮬레이션 게임"
57,com.chirpysort.game.android,"Chirpy Sort: Bird Color Puzzle"
58,com.playrix.township,"꿈의 마을 (Township)"
59,io.voodoo.holeio,"Hole.io"
60,com.funplus.ts.global,"타일 서바이벌"
61,com.xman.kr.gp,"X 클래시"
62,com.epicoro.castleclashers,"Castle Busters"
63,com.bhk.newslgkr,"삼국지: 천하결전"
64,app.gajami.keycap,"딸깍 - 키캡게임"
65,jigsaw.solitaire.match.games.free,"지그소 드롭: 솔리테어 퍼즐"
66,com.whoyaho.tanghulu,"탕후루의 달인 - 두쫀쿠, 급식, 배달 먹방 ASMR"
67,com.arrow.madness.games.arrows.escape.puzzle.game,"Maze Madness - 두뇌 퍼즐"
68,com.percent.aos.luckydefense,"운빨존많겜"
69,com.leap.searchit,"Search It – 숨은그림찾기"
70,com.pocketchamps.game,"포켓 챔프: 3D 레이싱 게임"
71,com.wemade.golfsc,"골프 슈퍼 크루 : 실시간 골프 게임"
72,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
73,com.readygo.barrel.gp,"라스트 Z: 서바이벌 슈터"
74,com.oakever.tiletrip,"Tile Explorer - 트리플 매치"
75,com.riftsky.mhg.kr.gp,"더 코지 플로리스트"
76,com.gamedots.seasideescape,"씨사이드 익스케이프: 합성 & 스토리 게임"
77,com.robtopx.geometryjumplite,"Geometry Dash Lite"
78,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
79,com.brain.crazy.joygame,"Brain Puzzle 3: Crazy Mind"
80,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
81,com.nflystudio.InfiniteStaircase,"무한의 계단"
82,com.rummikubfree,"Rummikub"
83,com.Gaggle.fun.GooseGooseDuck,"Goose Goose Duck"
84,sorting.games.goods.sort.triple.match3d.puzzle.stuff,"상품 분류 게임: 3D 퍼즐"
85,com.os.airforce,"1945 공군: 레트로 오락실 슈팅 게임"
86,io.voodoo.paper2,"Paper.io 2"
87,com.pocket.sort.coin.puzzle.game,"포켓 정렬 (Pocket Sort): 동전 병합 퍼즐"
88,com.brain.logic.joygame,"Brain Puzzle 2: Logic Twist"
89,com.fatr.global,"호텔 레거시: 합성&리모델링"
90,find.difference.spot.differences.hidden.puzzle.games.free,"차이점 - 찾기 & 발견하기"
91,com.yoyogames.love.makeover.dressup.dating.crush.game,"Love Makeover: 패션 스타일링"
92,com.percent.aos.cooptd,"협타디: 협동 타워 디펜스"
93,com.whoyaho.pendeco,"볼꾸의 달인 - 볼펜 꾸미기 ASMR 비즈 만들기"
94,jigsolitaire.jigsort.jigsaw.solitaire.puzzle,"Jigsort™ 퍼즐: 혼자 즐기는 재미"
95,com.gtsy.annoying.punch.game,"Annoying Uncle - 펀칭 게임"
96,com.vincentb.MobControl,"Mob Control"
97,com.nebula.tiles,"탭 타일 (Tap Tile)"
98,com.allstarunion.lastfurry,"라스트 퍼리: 서바이벌"
99,com.pubg.krmobile,"배틀그라운드"
100,com.moonactive.cmboard,"Coin Master: 보드 어드벤처"
