rank,app_id,title
45,com.ujoygp.flower,"오늘의 꽃"
46,com.gof.global,"WOS: 화이트아웃 서바이벌"
47,com.spheresort.yhk,"로맨틱 스피어 볼 분류"
48,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
49,com.superbox.aos.suikagame,"멜론 메이커 : 과일 파티"
50,app.gajami.keycap,"딸깍 - 키캡 ASMR"
51,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
52,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
53,com.supercell.brawlstars,"브롤스타즈"
54,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
55,com.haegin.kbo,"2026 프로야구GO!"
56,com.lucky.arrow.out.path,"Lucky Arrow Out"
57,com.warrior.screw.gp,"나사 풀기 대작전"
58,com.pocket.sort.coin.puzzle.game,"포켓 정렬 (Pocket Sort): 동전 병합 퍼즐"
59,com.flower.forest.word.puzzle,"Flower Forest - 워드 퍼즐"
60,com.epicoro.castleclashers,"Castle Busters"
61,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
62,com.pg2.kr1,"에보트레이너"
63,com.sled.surfers.game,"Sled Surfers  - 슬로프 어드벤처"
64,io.supercent.weaponrpg,"XP Hero (XP 히어로)"
65,com.playrix.township,"꿈의 마을 (Township)"
66,com.whoyaho.tanghulu,"탕후루의 달인 - 두쫀쿠, 급식, 배달 먹방 ASMR"
67,com.yoyogames.love.makeover.dressup.dating.crush.game,"Love Makeover: Dress Up Game"
68,com.arrow.madness.games.arrows.escape.puzzle.game,"Maze Madness - 두뇌 퍼즐"
69,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
70,com.hollywood.merge,"할리우드 머지"
71,com.xgame.asia.kr.gp,"히어로 클래시: 연결 대작전"
72,com.nflystudio.InfiniteStaircase,"무한의 계단"
73,com.su.kg3.gb,"포춘 헌터: 골든 사가"
74,com.percent.aos.luckydefense,"운빨존많겜"
75,pics.karaage.sokutaiho,"순찰중! 바로 체포!"
76,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
77,find.difference.spot.differences.hidden.puzzle.games.free,"차이점 - 찾기 & 발견하기"
78,io.voodoo.holeio,"Hole.io"
79,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
80,com.whoyaho.pendeco,"볼꾸의 달인 - 볼펜 꾸미기 ASMR 비즈 만들기"
81,com.hidea.cat.magicrecipe,"고양이와 스프: 마법의 레시피 (머지 게임)"
82,com.brain.logic.joygame,"Brain Puzzle 2: Logic Twist"
83,sheep.animal.parking.puzzle.game.jam,"Sheep Dash: Sheep Away"
84,com.wood.block.sudoku.puzzle.bm,"블록 크러시: 블록 블라스트 퍼즐"
85,com.robtopx.geometryjumplite,"Geometry Dash Lite"
86,com.pocketchamps.game,"포켓 챔프: 3D 레이싱 게임"
87,com.readygo.barrel.gp,"라스트 Z: 서바이벌 슈터"
88,com.k8games.dreamfurniggl,"꿈꾸는 가구점: 합성 & 스토리 게임"
89,com.brain.crazy.joygame,"Brain Puzzle 3: Crazy Mind"
90,com.moonactive.cmboard,"Coin Master: 보드 어드벤처"
91,io.supercent.linkedcubic,"스네이크 클래시 (Snake Clash)"
92,com.flatgames.football.referee.simulator,"축구 심판 시뮬레이션 3D (Referee Game)"
93,net.gameduo.gv,"캣 히어로 : 방치형 RPG"
94,com.superplaystudios.disneysolitairedreams,"Disney Solitaire"
95,com.vincentb.MobControl,"Mob Control"
96,ball.sort.puzzle.color.sorting.bubble.games,"볼 정렬 퍼즐 게임 - 재미있는 색상 정렬 게임"
97,com.fty.thejudge,"들여보낼까 말까? - Let Them In?"
98,com.fc.goods.sort.matching.puzzle.triplemaster,"상품 정렬: 매치 3 퍼즐 - Goods Sorting"
99,wool.match.color.sort.jam.puzzle,"털실 마스터"
100,com.merge.game.foodstars,"푸드스타: 합쳐서 요리하기"
